SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX
476,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,BC,400,BC
477,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
479,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
481,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,900,BC,500,BC
483,Impasto,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,900,BC,500,BC
486,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,600,BC,450,BC
486,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,900,BC,500,BC
486,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,3,5,NULL,NULL,NULL,200,BC,100,BC
487,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
490,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
498,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
500,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,700,BC,500,BC
505,Bucchero,NULL,NULL,11,7,1,18,37,NULL,NULL,NULL,675,BC,575,BC
505,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,525,BC
505,Impasto,NULL,NULL,10,NULL,6,91,107,NULL,NULL,NULL,900,BC,500,BC
505,Impasto Rosso,NULL,NULL,5,NULL,NULL,1,6,NULL,NULL,NULL,800,BC,500,BC
506,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,400,BC,50,BC
506,Impasto,NULL,NULL,1,1,NULL,16,18,NULL,NULL,NULL,900,BC,500,BC
507,Black Gloss,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,400,BC,50,BC
507,Impasto,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,900,BC,770,BC
507,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,13,15,NULL,NULL,NULL,300,BC,75,BC
507,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,800,BC,500,BC
507,Overpainted Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,350,BC,300,BC
509,Black Gloss,NULL,NULL,NULL,NULL,1,1,2,NULL,NULL,NULL,400,BC,50,BC
509,Impasto,NULL,NULL,5,NULL,1,35,9,NULL,NULL,NULL,900,BC,500,BC
511,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC
511,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC
514,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
514,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC
516,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,400,BC,50,BC
516,Bucchero,NULL,NULL,8,2,NULL,18,28,NULL,NULL,NULL,675,BC,450,BC
516,Impasto,NULL,NULL,59,9,16,273,357,NULL,NULL,NULL,900,BC,500,BC
518,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,900,BC,500,BC
519,Impasto,NULL,NULL,3,NULL,NULL,7,10,NULL,NULL,NULL,900,BC,500,BC
521,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,500,BC
521,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,900,BC,500,BC
523,Impasto,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,900,BC,500,BC
529,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,900,BC,500,BC
529,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,500,BC,400,BC
532,Bucchero,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,675,BC,450,BC
532,Impasto,NULL,NULL,8,NULL,1,9,19,NULL,NULL,NULL,900,BC,500,BC
535,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,400,BC,50,BC
535,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,800,BC,500,BC
535,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,4,5,NULL,NULL,NULL,600,BC,400,BC
537,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
538,Bucchero,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,675,BC,450,BC
538,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,900,BC,500,BC
538,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,500,BC,400,BC
539,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,900,BC,500,BC
539,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,800,BC,500,BC
540,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
542,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,900,BC,500,BC
542,Impasto Chiaro Sabbioso,NULL,NULL,NULL,2,NULL,8,10,NULL,NULL,NULL,350,BC,250,BC
542,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,800,BC,500,BC
542,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
543,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
543,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,400,BC
545,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,675,BC,450,BC
545,Commonware,NULL,NULL,5,NULL,NULL,4,9,NULL,NULL,NULL,400,BC,150,BC
545,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,900,BC,500,BC
552,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
552,Impasto,NULL,NULL,2,NULL,NULL,10,12,NULL,NULL,NULL,900,BC,500,BC
554,Bucchero,NULL,NULL,1,1,NULL,6,8,NULL,NULL,NULL,675,BC,450,BC
554,Impasto,NULL,NULL,7,2,2,39,50,NULL,NULL,NULL,900,BC,500,BC
554,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,500,BC,400,BC
554,Impasto Rosso,NULL,NULL,NULL,NULL,1,3,4,NULL,NULL,NULL,800,BC,500,BC
557,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
557,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC
557,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,400,BC
561,Impasto,NULL,NULL,1,1,2,5,9,NULL,NULL,NULL,900,BC,500,BC
561,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,600,BC,400,BC
562,Black Gloss,NULL,0,1,0,0,1,2,0.005,3,3,400,BC,350,BC
562,Genucilia Plate,NULL,0,1,0,0,0,1,0.009,4,4,400,BC,300,BC
562,Impasto,NULL,0,2,0,0,8,10,0.06,2,4,900,BC,500,BC
562,Impasto Chiaro Sabbioso,NULL,0,1,0,0,6,7,0.069,3,10,600,BC,400,BC
563,Attic Pottery,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,400,BC
563,Bucchero,NULL,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,675,BC,450,BC
563,Impasto,NULL,NULL,3,1,NULL,55,59,NULL,NULL,NULL,900,BC,500,BC
569,Bucchero,NULL,NULL,1,NULL,1,NULL,2,NULL,NULL,NULL,675,BC,450,BC
569,Impasto,NULL,NULL,5,1,3,24,33,NULL,NULL,NULL,900,BC,500,BC
572,Impasto,NULL,NULL,1,NULL,NULL,9,10,NULL,NULL,NULL,900,BC,500,BC
572,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,500,BC,400,BC
572,Impasto Rosso,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,800,BC,500,BC
573,Bucchero,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,675,BC,450,BC
573,Commonware,NULL,NULL,2,NULL,1,13,16,NULL,NULL,NULL,150,BC,50,BC
573,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC
573,Impasto Chiaro Sabbioso,NULL,NULL,7,NULL,NULL,2,3,NULL,NULL,NULL,400,BC,75,BC
574,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,9,NULL,NULL,NULL,NULL,500,BC,100,BC
574,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,9,NULL,NULL,NULL,NULL,500,BC,100,BC
575,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,600,BC,500,BC
576,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC
576,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,600,BC,400,BC
579,Bucchero,NULL,NULL,2,NULL,1,NULL,3,NULL,NULL,NULL,500,BC,400,BC
579,Bucchero,NULL,NULL,2,NULL,1,NULL,3,NULL,NULL,NULL,675,BC,450,BC
579,Impasto,NULL,NULL,4,NULL,1,18,23,NULL,NULL,NULL,900,BC,500,BC
580,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,400,BC,50,BC
580,Commonware,NULL,NULL,4,NULL,NULL,9,13,NULL,NULL,NULL,400,BC,200,BC
580,Impasto,NULL,NULL,6,NULL,1,14,21,NULL,NULL,NULL,900,BC,500,BC
580,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,1,5,7,NULL,NULL,NULL,500,BC,400,BC
580,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,800,BC,500,BC
580,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
583,Black Gloss,NULL,NULL,NULL,2,7,7,4,NULL,NULL,NULL,280,BC,210,BC
583,Bucchero,NULL,NULL,NULL,NULL,NULL,6,7,NULL,NULL,NULL,600,BC,400,BC
583,Impasto,NULL,NULL,NULL,NULL,NULL,47,47,NULL,NULL,NULL,900,BC,500,BC
583,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,800,BC,500,BC
584,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,400,BC,50,BC
584,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
584,Commonware,NULL,NULL,4,1,3,11,18,NULL,NULL,NULL,0,AD,100,AD
584,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
584,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,800,BC,500,BC
587,Black Gloss,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,450,BC,50,BC
587,Bucchero,NULL,NULL,18,4,NULL,44,66,NULL,NULL,NULL,625,BC,600,BC
587,Impasto,NULL,NULL,51,8,NULL,317,376,NULL,NULL,NULL,700,BC,580,BC
587,Impasto,NULL,NULL,51,8,NULL,317,376,NULL,NULL,NULL,900,BC,500,BC
594,Impasto,NULL,NULL,2,NULL,NULL,18,20,NULL,NULL,NULL,900,BC,500,BC
596,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
598,Impasto,NULL,NULL,3,NULL,NULL,2,5,NULL,NULL,NULL,900,BC,730,BC
598,Impasto,NULL,NULL,3,NULL,NULL,2,5,NULL,NULL,NULL,900,BC,500,BC
603,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
607,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,900,BC,770,BC
1005,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC
1005,Internal Red Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,AD,200,AD
1005,Terra Sigillata,NULL,NULL,NULL,NULL,1,4,5,NULL,NULL,NULL,50,BC,180,AD
1014,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,400,BC,50,BC
1014,Impasto,NULL,NULL,1,1,NULL,5,7,NULL,NULL,NULL,900,BC,500,BC
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,0,AD,200,AD
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,0,AD,150,AD
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,100,AD,400,AD
1016,African Red Slip,NULL,NULL,3,NULL,NULL,9,12,NULL,NULL,NULL,100,AD,200,AD
1016,Amphora,NULL,NULL,13,15,1,663,692,NULL,NULL,NULL,200,AD,400,AD
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,40,AD,80,AD
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,70,AD,100,AD
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,100,BC,0,AD
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,70,AD,150,AD
1027,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,900,BC,500,BC
1027,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,40,BC,180,AD
1030,Black Gloss,NULL,NULL,2,NULL,1,7,10,NULL,NULL,NULL,400,BC,50,BC
1030,Commonware,NULL,NULL,10,NULL,1,23,34,NULL,NULL,NULL,100,BC,100,AD
1030,Impasto,NULL,NULL,1,NULL,1,11,13,NULL,NULL,NULL,900,BC,500,BC
1036,Bucchero,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,800,BC,600,BC
1036,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC
1036,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,4,1,6,NULL,NULL,NULL,500,BC,400,BC
1036,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,700,BC,600,BC
1039,Black Gloss,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,400,BC,50,BC
1039,Commonware,NULL,NULL,1,NULL,1,1,3,NULL,NULL,NULL,1,AD,200,AD
1039,Impasto,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,900,BC,500,BC
1051,Impasto,NULL,NULL,1,1,NULL,NULL,2,NULL,NULL,NULL,900,BC,500,BC
1051,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,700,BC,600,BC
1056,Black Gloss,NULL,NULL,2,NULL,1,2,5,NULL,NULL,NULL,400,BC,50,BC
1056,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC
1056,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,50,BC,180,AD
1064,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,NULL,6,10,1400,BC,700,BC
1064,Impasto,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,3,3,900,BC,500,BC
1066,Impasto,NULL,NULL,3,NULL,NULL,16,19,NULL,NULL,NULL,900,BC,500,BC
1069,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
1069,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
1073,Black Gloss,NULL,0,0,0,0,1,NULL,0.003,3,3,400,BC,50,BC
1075,Amphora,NULL,NULL,NULL,NULL,NULL,16,16,NULL,NULL,NULL,400,BC,130,BC
1075,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,600,BC,500,BC
1075,Impasto,NULL,NULL,NULL,NULL,NULL,2,8,NULL,NULL,NULL,900,BC,500,BC
1078,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1.5,1.5,20,BC,800,AD
1078,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,450,BC,50,BC
1078,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,2,2,900,BC,500,BC
1080,Black Gloss,NULL,NULL,8,NULL,2,19,29,NULL,NULL,NULL,400,BC,50,BC
1080,Commonware,NULL,NULL,56,2,1,155,214,NULL,NULL,NULL,250,BC,90,BC
1080,Commonware,NULL,NULL,56,2,1,155,214,NULL,NULL,NULL,150,BC,0,AD
1080,Commonware,NULL,NULL,56,2,1,155,214,NULL,NULL,NULL,0,AD,100,AD
1080,Impasto,NULL,NULL,11,1,1,23,36,NULL,NULL,NULL,900,BC,500,BC
1080,Terra Sigillata,NULL,NULL,NULL,NULL,2,2,4,NULL,NULL,NULL,50,BC,180,AD
1086,Commonware,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,700,BC,700,BC
1086,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC
1087,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,600,BC,500,BC
1087,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,900,BC,500,BC
1089,Amphora,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,130,BC,500,AD
1099,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,675,BC,450,BC
1099,Impasto,NULL,NULL,2,NULL,NULL,10,12,NULL,NULL,NULL,900,BC,500,BC
1099,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,800,BC,500,BC
1100,Buccheroid Impasto,NULL,NULL,4,2,1,6,13,NULL,NULL,NULL,600,BC,500,BC
1100,Impasto,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,900,BC,500,BC
1100,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,800,BC,500,BC
1101,Amphora,NULL,NULL,NULL,NULL,NULL,6,6,0.202,3,7,150,BC,500,AD
1101,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,450,BC,50,BC
1101,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,50,BC,180,AD
1103,Amphora,NULL,NULL,NULL,NULL,NULL,2,2,0.014,2,4,150,BC,500,AD
1103,Commonware,NULL,NULL,1,NULL,NULL,3,4,0.035,2,3,200,BC,50,AD
1110,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,450,BC,50,BC
1110,Bucchero,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,625,BC,575,BC
1110,Impasto,NULL,NULL,1,NULL,NULL,12,13,NULL,NULL,NULL,900,BC,500,BC
1110,Impasto Chiaro Sabbioso,NULL,NULL,4,1,4,8,17,NULL,NULL,NULL,300,BC,75,BC
1110,Impasto Rosso,NULL,NULL,2,NULL,3,10,15,NULL,NULL,NULL,800,BC,500,BC
1112,Black Gloss,NULL,NULL,17,1,6,32,57,NULL,NULL,NULL,400,BC,50,BC
1112,Impasto,NULL,NULL,2,1,1,15,19,NULL,NULL,NULL,800,BC,500,BC
1112,Impasto Chiaro Sabbioso,NULL,NULL,1,1,NULL,11,13,NULL,NULL,NULL,620,BC,400,BC
1112,Impasto Rosso,NULL,NULL,2,NULL,NULL,7,9,NULL,NULL,NULL,730,BC,500,BC
1112,Internal Red Slip Ware,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,200,BC,300,AD
1112,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,700,BC,580,BC
1112,Italo Megarian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,150,BC,25,BC
1112,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,100,BC,0,AD
1112,Terra Sigillata,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,40,BC,180,AD
1112,Thin Walled,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,200,BC,200,AD
1115,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,400,BC,50,BC
1115,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
1116,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,400,BC,50,BC
1116,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,2,4,NULL,NULL,NULL,610,BC,300,BC
1116,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,730,BC,500,BC
1116,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
1116,Thin Walled,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,200,BC,100,AD
1117,Black Gloss,NULL,NULL,2,NULL,NULL,3,5,0.018,1,4,400,BC,50,BC
1117,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,675,BC,480,BC
