SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX
3056,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,900,BC,500,BC
3056,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,730,BC,580,BC
3059,Impasto,NULL,NULL,11,3,1,100,115,NULL,NULL,NULL,900,BC,500,BC
3059,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
3101,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,3,400,BC,50,BC
3101,Bucchero,NULL,NULL,NULL,1,NULL,1,2,0.008,3,4,700,BC,500,BC
3101,Impasto,NULL,NULL,6,NULL,1,11,18,0.182,2,8,700,BC,500,BC
3101,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,1,3,5,0.12,2,8,600,BC,400,BC
3102,Black Gloss,NULL,NULL,2,NULL,2,4,8,0.076,2,6,400,BC,50,BC
3102,Commonware,NULL,NULL,10,1,4,31,46,0.762,2,10,1,AD,125,AD
3102,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,3,900,BC,500,BC
3102,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,4,5,0.11,2,8,500,BC,400,BC
3102,Terra Sigillata,NULL,NULL,NULL,NULL,1,4,5,0.016,2,4,50,BC,180,AD
3102,Thin Walled,NULL,NULL,2,NULL,NULL,9,11,0.034,2,5,175,BC,200,AD
3103,Black Gloss,NULL,NULL,4,NULL,NULL,1,5,0.034,2,7,450,BC,200,BC
3103,Internal Slip Ware,NULL,NULL,3,NULL,NULL,NULL,3,0.064,3,7,400,BC,200,BC
3104,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.062,3,6,900,BC,500,BC
3104,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.01,NULL,3,500,BC,400,BC
3104,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,425,BC,350,BC
3105,Black Gloss,NULL,NULL,3,NULL,NULL,3,6,0.014,2,3,400,BC,50,BC
3105,Black Gloss,NULL,NULL,3,NULL,NULL,3,6,0.014,2,3,180,BC,170,BC
3105,Black Gloss,NULL,NULL,3,NULL,NULL,3,6,0.014,2,3,300,BC,200,BC
3105,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.016,NULL,3,900,BC,500,BC
3105,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.022,3,4,400,BC,50,BC
3105,Impasto Rosso,NULL,NULL,NULL,1,NULL,NULL,1,0.138,NULL,5,800,BC,500,BC
3106,Black Gloss,NULL,NULL,1,NULL,1,3,5,0.104,3,8,400,BC,50,BC
3106,Commonware,NULL,NULL,7,NULL,8,20,35,0.924,2,10,400,BC,100,BC
3106,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.01,NULL,5,500,BC,400,BC
3106,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,800,BC,500,BC
3106,Overpainted Black Gloss,NULL,NULL,1,NULL,1,NULL,2,0.048,6,7,400,BC,200,BC
3107,Commonware,NULL,NULL,9,NULL,2,26,37,0.616,2,10,300,BC,200,BC
3108,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.032,3,4,900,BC,500,BC
3108,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.246,6,10,500,BC,400,BC
3108,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.246,6,10,500,BC,400,BC
3108,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,3,4,800,BC,500,BC
3108,Thin Walled,NULL,NULL,NULL,NULL,NULL,2,2,0.004,3,4,175,BC,200,AD
3109,Black Gloss,NULL,NULL,2,NULL,NULL,1,3,0.046,3,7,250,BC,190,BC
3109,Black Gloss,NULL,NULL,2,NULL,NULL,1,3,0.046,3,7,400,BC,50,BC
3109,Commonware,NULL,NULL,6,3,NULL,23,32,0.61,3,10,190,AD,240,AD
3109,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,400,BC,200,BC
3109,Terra Sigillata,NULL,NULL,6,NULL,3,NULL,9,0.108,2,9,14,AD,37,AD
3109,Terra Sigillata,NULL,NULL,6,NULL,3,NULL,9,0.108,2,9,50,BC,180,AD
3109,Thin Walled,NULL,NULL,1,2,NULL,12,15,0.072,3,6,175,BC,200,AD
3111,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,100,AD
3112,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.172,2,4,700,BC,500,BC
3113,Impasto,NULL,NULL,3,NULL,NULL,8,11,0.144,2,7,700,BC,100,AD
3114,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.004,3,3,700,BC,450,BC
3115,Impasto,NULL,NULL,3,NULL,1,17,21,0.372,2,5,700,BC,500,BC
3116,Amphora,NULL,NULL,1,NULL,NULL,NULL,1,0.952,8,10,130,BC,50,AD
3116,Impasto,NULL,NULL,NULL,1,NULL,NULL,1,0.012,NULL,4,730,BC,580,BC
3117,Impasto,NULL,NULL,2,NULL,NULL,9,11,0.198,3,6,700,BC,500,BC
3118,African Cookware,NULL,NULL,2,NULL,NULL,1,3,0.094,5,10,140,AD,400,AD
3118,Black Gloss,NULL,NULL,30,2,6,34,72,0.448,1,7,400,BC,50,BC
3118,Bucchero,NULL,NULL,1,2,NULL,5,8,0.028,1,4,675,BC,450,BC
3118,Commonware,NULL,NULL,70,12,13,234,329,4.126,2,10,65,AD,75,AD
3118,Commonware,NULL,NULL,70,12,13,234,329,4.126,2,10,325,BC,250,BC
3118,Genucilia Plate,NULL,NULL,2,NULL,NULL,7,9,0.142,2,8,400,BC,300,BC
3118,Impasto,NULL,NULL,8,1,2,126,137,2.07,1,9,900,BC,500,BC
3118,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,3,48,51,0.902,2,10,500,BC,400,BC
3118,Impasto Rosso,NULL,NULL,1,2,NULL,20,23,0.422,2,5,800,BC,500,BC
3118,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,3,3,0.028,2,4,200,BC,300,AD
3118,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,6,6,0.032,1,5,400,BC,200,BC
3118,Terra Sigillata,NULL,NULL,1,NULL,1,7,9,0.036,2,4,50,BC,180,AD
3118,Terra Sigillata,NULL,NULL,1,NULL,1,7,9,0.036,2,4,1,AD,50,AD
3118,Thin Walled,NULL,NULL,5,NULL,NULL,6,11,0.022,2,4,175,BC,100,AD
3119,Impasto,NULL,NULL,4,NULL,2,35,41,0.898,2,10,700,BC,500,BC
3121,Commonware,NULL,NULL,13,NULL,6,79,98,NULL,1,11,100,BC,30,BC
3126,Black Gloss,NULL,NULL,26,1,8,31,66,0.808,2,10,300,BC,270,BC
3126,Black Gloss,NULL,NULL,26,1,8,31,66,0.808,2,10,300,BC,275,BC
3126,Black Gloss,NULL,NULL,26,1,8,31,66,0.808,2,10,305,BC,265,BC
3126,Bucchero,NULL,NULL,NULL,1,1,NULL,2,0.026,3,5,550,BC,450,BC
3126,Genucilia Plate,NULL,NULL,2,NULL,2,NULL,4,0.132,5,9,325,BC,250,BC
3126,Impasto,NULL,NULL,1,NULL,NULL,17,18,0.406,3,5,900,BC,500,BC
3126,Impasto Chiaro Sabbioso,NULL,NULL,2,1,1,7,11,1.23,3,10,520,BC,200,BC
3126,Impasto Chiaro Sabbioso,NULL,NULL,2,1,1,7,11,1.23,3,10,450,BC,375,BC
3126,Internal Slip Ware,NULL,NULL,7,NULL,1,32,40,1.48,5,10,400,BC,200,BC
3126,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,2,50,BC,180,AD
3130,Impasto,NULL,NULL,1,NULL,NULL,20,21,0.312,2,10,700,BC,500,BC
3131,Impasto,NULL,NULL,9,8,7,90,114,2.42,2,10,730,BC,580,BC
3131,Impasto,NULL,NULL,9,8,7,90,114,2.42,2,10,730,BC,580,BC
3131,Impasto,NULL,NULL,9,8,7,90,114,2.42,2,10,730,BC,580,BC
3131,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.006,NULL,2,730,BC,540,BC
3132,Impasto,NULL,NULL,4,1,5,82,92,1.15,3,7,700,BC,500,BC
3132,Impasto Rosso,NULL,NULL,NULL,NULL,4,14,19,0.432,3,7,700,BC,500,BC
3132,Italo Geometric,NULL,NULL,1,1,NULL,5,7,0.001,1,2,700,BC,640,BC
3132,White On Red,NULL,NULL,1,NULL,NULL,NULL,1,0.046,NULL,6,700,BC,500,BC
3134,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.012,NULL,4,400,BC,50,BC
3134,Bucchero,NULL,NULL,2,1,2,1,6,0.034,2,5,675,BC,450,BC
3134,Etrusco-corinthian,NULL,NULL,NULL,1,NULL,1,2,0.01,3,4,730,BC,580,BC
3134,Genucilia Plate,NULL,NULL,1,NULL,NULL,NULL,1,0.074,NULL,10,400,BC,255,BC
3139,Impasto,NULL,NULL,6,NULL,1,29,36,0.444,2,6,700,BC,500,BC
3139,Impasto Rosso,NULL,NULL,4,NULL,23,NULL,27,0.444,3,8,700,BC,500,BC
3139,White On Red,NULL,NULL,NULL,NULL,NULL,2,2,0.034,3,4,700,BC,500,BC
3141,Impasto,NULL,NULL,2,NULL,NULL,7,9,0.12,3,5,600,BC,490,BC
3141,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,8,8,0.114,3,6,700,BC,500,BC
3142,Impasto Rosso,NULL,NULL,2,NULL,NULL,14,16,1.21,3,10,600,BC,500,BC
3143,Impasto,NULL,NULL,4,2,2,73,81,2.45,3,10,700,BC,500,BC
3143,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,650,BC,540,BC
3144,Impasto,NULL,NULL,3,NULL,NULL,23,26,0.41,3,7,700,BC,500,BC
3145,Impasto,NULL,NULL,8,1,1,15,25,0.176,3,7,700,BC,500,BC
3146,Impasto,NULL,NULL,2,NULL,NULL,9,13,0.148,2,5,700,BC,500,BC
3148,Impasto,NULL,NULL,4,1,NULL,26,31,0.272,2,6,700,BC,500,BC
3148,Impasto,NULL,NULL,4,1,NULL,26,31,0.272,2,6,575,BC,450,BC
3148,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.038,4,5,600,BC,400,BC
3151,Bucchero,NULL,NULL,NULL,1,NULL,NULL,1,0.008,4,4,675,BC,450,BC
3153,Impasto,NULL,NULL,8,NULL,2,36,44,0.808,3,10,700,BC,550,BC
3154,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.002,NULL,3,350,BC,250,BC
3154,Impasto,NULL,NULL,1,NULL,1,19,21,0.606,2,10,700,BC,500,BC
3155,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.028,3,4,700,BC,600,BC
3156,Bucchero,NULL,1,NULL,NULL,NULL,NULL,1,0.11,NULL,9,525,BC,475,BC
3157,Impasto,NULL,1,NULL,NULL,NULL,NULL,1,0.098,NULL,8,525,BC,475,BC
3158,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.038,2,4,700,BC,500,BC
3159,Impasto,NULL,NULL,2,NULL,NULL,3,5,0.026,2,3,700,BC,400,BC
3159,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.01,2,4,700,BC,500,BC
3165,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,700,BC,600,BC
3165,Impasto,NULL,NULL,2,1,NULL,17,20,0.334,2,7,700,BC,500,BC
3167,Impasto,NULL,NULL,13,5,4,81,93,2.361,2,11,700,BC,500,BC
3168,Bucchero,NULL,NULL,NULL,NULL,NULL,4,4,0.024,2,4,600,BC,500,BC
3171,Impasto Rosso,NULL,NULL,7,NULL,10,147,160,4.13,3,11,700,BC,500,BC
3179,Impasto,NULL,NULL,7,1,2,73,83,2.03,3,8,700,BC,500,BC
3183,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,600,BC,500,BC
3188,Painted Fineware,NULL,NULL,NULL,NULL,NULL,2,2,0.001,3,3,700,BC,550,BC
3228,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.068,7,7,700,BC,500,BC
3229,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.01,3,4,800,BC,500,BC
3230,Impasto,NULL,NULL,6,1,NULL,57,64,1.035,2,8,700,BC,500,BC
3231,Impasto,NULL,NULL,1,NULL,NULL,5,6,0.082,2,7,700,BC,500,BC
3238,Impasto,NULL,NULL,8,8,1,73,89,1.39,2,8,800,BC,600,BC
3256,Bucchero,NULL,NULL,2,1,NULL,4,7,0.048,2,7,675,BC,450,BC
3256,Impasto,NULL,NULL,16,10,8,161,195,4.85,2,10,900,BC,500,BC
3256,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.016,5,7,670,BC,630,BC
3257,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,2,3,0.006,2,3,800,BC,600,BC
3257,Impasto,NULL,NULL,12,2,NULL,132,146,2.22,1,11,900,BC,500,BC
3257,Impasto,NULL,NULL,12,2,NULL,132,146,2.22,1,11,900,BC,770,BC
3257,Impasto,NULL,NULL,12,2,NULL,132,146,2.22,1,11,900,BC,730,BC
3257,Impasto Rosso,NULL,NULL,1,NULL,NULL,21,22,0.448,2,5,800,BC,500,BC
3259,Impasto,NULL,NULL,105,13,17,980,1115,16.458,1,11,900,BC,770,BC
3259,Impasto,NULL,NULL,105,13,17,980,1115,16.458,1,11,900,BC,770,BC
3259,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.02,2,4,600,BC,100,BC
3259,White On Red,NULL,NULL,2,NULL,1,9,12,0.508,2,11,700,BC,600,BC
3260,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.048,3,4,900,BC,500,BC
3263,Bucchero,NULL,NULL,6,4,1,43,54,0.122,1,5,675,BC,450,BC
3263,Commonware,NULL,NULL,13,NULL,NULL,83,96,0.526,1,6,500,BC,400,BC
3263,Impasto,NULL,NULL,50,7,3,628,688,5.555,1,11,900,BC,770,BC
3263,Impasto,NULL,NULL,50,7,3,628,688,5.555,1,11,900,BC,500,BC
3263,Impasto,NULL,NULL,50,7,3,628,688,5.555,1,11,730,BC,580,BC
3263,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,2,3,600,BC,500,BC
3264,Impasto,NULL,NULL,5,3,1,41,50,0.712,2,8,900,BC,700,BC
3264,Impasto,NULL,NULL,5,3,1,41,50,0.712,2,8,770,BC,730,BC
3264,Impasto,NULL,NULL,5,3,1,41,50,0.712,2,8,900,BC,770,BC
3265,Impasto,NULL,NULL,4,NULL,1,60,65,0.72,2,7,900,BC,770,BC
3265,Impasto,NULL,NULL,4,NULL,1,60,65,0.72,2,7,900,BC,500,BC
3265,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.064,2,6,900,BC,800,BC
3266,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,0.17,3,9,770,BC,730,BC
3268,Impasto,NULL,NULL,2,NULL,NULL,23,25,0.424,2,10,900,BC,500,BC
3268,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,5,5,800,BC,500,BC
3269,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,3,5,0.016,1,4,730,BC,580,BC
3269,Impasto,NULL,NULL,NULL,NULL,NULL,14,14,0.154,1,5,900,BC,500,BC
3270,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,500,AD
3270,Impasto,NULL,NULL,3,NULL,1,31,35,1.265,2,8,900,BC,770,BC
3270,Impasto Rosso,NULL,NULL,NULL,1,3,3,4,0.18,4,7,800,BC,500,BC
3272,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,NULL,2,0.01,3,3,730,BC,580,BC
3272,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.032,2,4,900,BC,500,BC
3273,Impasto,NULL,NULL,NULL,NULL,1,8,9,0.358,2,10,900,BC,500,BC
3274,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,6,9,0.046,2,5,800,BC,500,BC
3274,Impasto,NULL,NULL,4,2,1,72,79,2.12,1,11,900,BC,770,BC
3274,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.298,4,6,800,BC,500,BC
3275,Impasto,NULL,NULL,2,NULL,NULL,18,20,0.23,1,5,900,BC,500,BC
3276,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,675,BC,450,BC
3276,Impasto,NULL,NULL,3,1,NULL,79,83,1.325,1,9,900,BC,700,BC
3276,Impasto,NULL,NULL,3,1,NULL,79,83,1.325,1,9,900,BC,500,BC
3276,Impasto Rosso,NULL,NULL,2,NULL,NULL,17,19,0.538,2,9,800,BC,500,BC
3281,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.062,3,6,730,BC,650,BC
3282,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.262,2,10,770,BC,730,BC
3282,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.262,2,10,750,BC,650,BC
3282,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.262,2,10,900,BC,500,BC
3282,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.262,2,10,730,BC,580,BC
3285,Impasto,NULL,NULL,7,NULL,1,17,25,0.21,2,6,730,BC,580,BC
3285,Impasto,NULL,NULL,7,NULL,1,17,25,0.21,2,6,900,BC,770,BC
3287,Impasto Bruno,NULL,NULL,4,2,2,78,86,1.142,1,9,900,BC,770,BC
3287,Impasto Bruno,NULL,NULL,4,2,2,78,86,1.142,1,9,730,BC,580,BC
3301,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,13,13,0.144,1,6,900,BC,750,BC
3305,Impasto Bruno,NULL,NULL,29,6,5,332,372,4.163,2,8,730,BC,580,BC
3305,Impasto Bruno,NULL,NULL,29,6,5,332,372,4.163,2,8,730,BC,580,BC
3311,Impasto,NULL,NULL,3,5,2,43,53,0.458,3,15,730,BC,680,BC
3311,Impasto,NULL,NULL,3,5,2,43,53,0.458,3,15,770,BC,650,BC
3314,Impasto Bruno,NULL,NULL,2,NULL,NULL,7,9,0.176,3,5,700,BC,630,BC
3318,Impasto Rosso,NULL,NULL,NULL,3,2,52,57,0.902,2,7,700,BC,600,BC
3318,Italo Geometric,NULL,NULL,NULL,NULL,1,1,2,0.016,2,3,750,BC,600,BC
3318,White On Red,NULL,NULL,NULL,NULL,NULL,3,3,0.178,4,7,700,BC,650,BC
3350,Impasto,NULL,1,NULL,NULL,NULL,NULL,1,0.124,NULL,NULL,900,BC,770,BC
3351,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,2,700,BC,600,BC
3351,Impasto,NULL,NULL,9,3,NULL,301,313,3.645,1,11,900,BC,500,BC
3351,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,17,17,0.0256,2,6,800,BC,500,BC
3361,Impasto,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750,BC,725,BC
3361,Italo Geometric,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,770,BC,730,BC
3386,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,NULL,2,0.002,2,4,730,BC,580,BC
3386,Impasto,NULL,NULL,NULL,2,NULL,66,67,0.496,2,12,730,BC,580,BC
3387,Impasto,NULL,NULL,NULL,1,NULL,3,4,0.124,4,6,900,BC,500,BC
3387,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,3,3,800,BC,500,BC
3388,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,1,0.001,2,2,800,BC,500,BC
3389,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,4,4,900,BC,500,BC
3392,Italo Geometric,NULL,NULL,NULL,NULL,NULL,2,2,0.018,4,6,725,BC,500,BC
3393,Commonware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,800,BC,500,BC
3394,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,625,BC,575,BC
3396,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.008,1,2,625,BC,575,BC
3405,Bucchero,NULL,NULL,NULL,1,1,NULL,2,0.038,3,8,625,BC,580,BC
3425,Impasto,NULL,NULL,NULL,NULL,NULL,12,12,0.095,2,6,900,BC,500,BC
3426,Impasto,NULL,NULL,1,NULL,NULL,19,20,0.166,1,5,900,BC,500,BC
3426,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.016,4,4,800,BC,500,BC
3427,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,0.001,2,3,675,BC,450,BC
3428,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.06,3,4,800,BC,500,BC
3429,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,8,9,0.026,2,3,730,BC,580,BC
3429,Italo Geometric,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,725,BC,500,BC
3431,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,5,5,700,BC,600,BC
3432,Impasto Rosso,NULL,NULL,1,NULL,NULL,9,9,0.174,3,6,800,BC,500,BC
3433,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.138,5,7,800,BC,500,BC
3435,Impasto,NULL,NULL,1,NULL,NULL,6,7,0.056,2,5,900,BC,500,BC
3437,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,700,BC,500,BC
3437,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.158,3,8,800,BC,500,BC
3438,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.012,NULL,3,800,BC,500,BC
3439,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,3,4,0.024,2,4,700,BC,600,BC
3439,Impasto,NULL,NULL,2,NULL,NULL,47,49,0.42,2,6,800,BC,500,BC
3440,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,700,BC,500,BC
3440,Impasto,NULL,NULL,2,1,NULL,6,9,0.208,3,7,900,BC,500,BC
3442,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,5,6,0.008,1,3,730,BC,580,BC
3442,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,5,6,0.008,1,3,730,BC,580,BC
3443,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.08,2,6,900,BC,500,BC
3444,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,2,3,800,BC,500,BC
3445,Impasto,NULL,NULL,1,NULL,NULL,19,20,0.218,2,5,900,BC,500,BC
3446,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.264,5,11,800,BC,500,BC
3447,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,700,BC,600,BC
3448,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.02,NULL,4,900,BC,500,BC
3449,Impasto,NULL,NULL,NULL,NULL,NULL,17,17,0.134,2,6,730,BC,580,BC
3451,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.05,6,6,800,BC,500,BC
3452,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.016,4,4,800,BC,500,BC
3453,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.162,4,8,800,BC,500,BC
3454,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,4,5,0.024,2,3,700,BC,600,BC
3454,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.094,3,5,800,BC,500,BC
3455,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.03,3,6,900,BC,500,BC
3462,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.056,2,4,800,BC,500,BC
3466,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,700,BC,600,BC
3466,Impasto,NULL,NULL,NULL,NULL,NULL,26,26,0.348,2,8,900,BC,500,BC
3469,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,4,6,800,BC,500,BC
3470,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,700,BC,500,BC
3470,Impasto,NULL,NULL,NULL,NULL,NULL,19,19,0.332,2,6,900,BC,500,BC
3471,Commonware,NULL,NULL,1,NULL,NULL,1,2,0.014,2,4,700,BC,500,BC
3471,Impasto,NULL,NULL,2,NULL,NULL,13,15,0.142,1,7,900,BC,500,BC
3472,Impasto,NULL,NULL,NULL,NULL,NULL,20,20,0.404,2,6,800,BC,500,BC
3473,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.188,3,7,800,BC,500,BC
3474,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.108,2,8,900,BC,770,BC
3474,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,800,BC,500,BC
3475,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,1,2,0.032,4,5,700,BC,600,BC
3475,Impasto,NULL,NULL,1,NULL,NULL,9,10,0.122,1,6,900,BC,500,BC
3475,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.092,3,6,800,BC,500,BC
3476,Buccheroid Impasto,NULL,NULL,1,1,1,4,7,0.018,2,3,700,BC,600,AD
3476,Impasto,NULL,NULL,6,NULL,3,77,86,1.2005,2,8,900,BC,500,BC
3478,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.11,4,7,900,BC,500,BC
3479,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,0.001,1,2,675,BC,450,BC
3479,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,10,10,0.024,1,4,700,BC,600,BC
3481,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,700,BC,600,BC
3481,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,6,6,0.07,3,5,800,BC,500,BC
3482,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,700,BC,600,BC
3483,Dolium,NULL,NULL,NULL,1,NULL,8,9,1.13,4,11,900,BC,730,BC
3483,Impasto,NULL,NULL,6,NULL,1,121,128,1.22,2,7,900,BC,770,BC
3483,Impasto,NULL,NULL,6,NULL,1,121,128,1.22,2,7,900,BC,580,BC
3483,Impasto,NULL,NULL,6,NULL,1,121,128,1.22,2,7,900,BC,580,BC
3485,Buccheroid Impasto,NULL,NULL,4,1,NULL,16,21,0.07,2,5,730,BC,580,BC
3485,Buccheroid Impasto,NULL,NULL,4,1,NULL,16,21,0.07,2,5,700,BC,600,BC
3487,Buccheroid Impasto,NULL,NULL,4,1,NULL,23,28,0.126,2,6,600,BC,500,BC
3488,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.001,2,2,700,BC,600,BC
3488,Impasto,NULL,NULL,NULL,NULL,1,23,24,0.288,2,8,900,BC,500,BC
3489,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,8,8,0.034,2,4,700,BC,600,BC
3491,Impasto,NULL,NULL,2,NULL,NULL,6,8,0.188,3,7,900,BC,500,BC
3492,Impasto,NULL,NULL,2,NULL,NULL,6,8,0.098,2,8,900,BC,500,BC
